site,habitat,latitude,longitude,date,species_espèce,abundance_abondance_m^-2,biomass_biomasse_mg/m^2
L3F,SG,44.63595,-63.29391,2013-07-02,Polydora cornuta,382.1627019,56.36146188
L3F,SG,44.63595,-63.29391,2013-07-02,Polydora sp,458.5752423,54.27649114
L3F,SG,44.63595,-63.29391,2013-07-02,Pygospio elegans,65.59646319,1.890236661
L3F,SG,44.63595,-63.29391,2013-07-02,Saccoglossus kowalevskii,218.421544,546.7443979
L3F,SG,44.63595,-63.29391,2013-07-02,Scoloplos sp,807.8897127,181.1213082
L3F,SG,44.63595,-63.29391,2013-07-02,Streblospio benedicti,218.421544,15.4698367
L3F,SG,44.63595,-63.29391,2013-07-02,Tharyx acutus,11.0160772,1.137027334
PH,Bare,43.86896,-64.97327,2009-08-11,Acteocina canaliculata,21.9321544,20.84054668
PH,Bare,43.86896,-64.97327,2009-08-11,Capitella sp,3012.937307,162.0945856
PH,Bare,43.86896,-64.97327,2009-08-11,Chironomidae larvae,218.421544,85.76282421
PH,Bare,43.86896,-64.97327,2009-08-11,Ecrobia truncata�,3056.601616,266.0167322
PH,Bare,43.86896,-64.97327,2009-08-11,Gemma gemma,9224.185233,891.9435071
PH,Bare,43.86896,-64.97327,2009-08-11,Heteromastus filiformis,174.7572352,992.5897389
PH,Bare,43.86896,-64.97327,2009-08-11,Hypereteone heteropoda,360.3305476,72.06140075
PH,Bare,43.86896,-64.97327,2009-08-11,Hypereteone lactea�,11.0160772,99.61270631
PH,Bare,43.86896,-64.97327,2009-08-11,Leitoscoloplos sp ,11.0160772,4.684752423
PH,Bare,43.86896,-64.97327,2009-08-11,Limecola balthica,21.9321544,1899.095284
PH,Bare,43.86896,-64.97327,2009-08-11,Littorina obtusata,54.68038599,7.850414811
PH,Bare,43.86896,-64.97327,2009-08-11,Oligochaeta,3209.426696,153.4708846
PH,Bare,43.86896,-64.97327,2009-08-11,Polydora cornuta,32.8482316,9.815308707
PH,Bare,43.86896,-64.97327,2009-08-11,Rissoidae,316.6662388,39.94368177
PH,Bare,43.86896,-64.97327,2009-08-11,Streblospio benedicti,251.1697756,10.14279102
PH,Bare,43.86896,-64.97327,2009-08-11,Tritia obsoleta,163.841158,831.1409571
PH,SG,43.8688,-64.97121,2009-08-11,Acteocina canaliculata,21.9321544,24.77033447
PH,SG,43.8688,-64.97121,2009-08-11,Capitella sp,1572.015117,98.99965942
PH,SG,43.8688,-64.97121,2009-08-11,Chironomidae larvae,43.76430879,7.632093267
PH,SG,43.8688,-64.97121,2009-08-11,Clymenella torquata,11.0160772,31.31998079
PH,SG,43.8688,-64.97121,2009-08-11,Clymenella zonalis,43.76430879,96.39944983
PH,SG,43.8688,-64.97121,2009-08-11,Corophiidae,21.9321544,0.864125404
PH,SG,43.8688,-64.97121,2009-08-11,Cumacea,11.0160772,1.082446948
PH,SG,43.8688,-64.97121,2009-08-11,Ecrobia truncata�,3809.810942,206.8505021
PH,SG,43.8688,-64.97121,2009-08-11,Gammarus mucronatus,65.59646319,21.71383285
PH,SG,43.8688,-64.97121,2009-08-11,Gemma gemma,3624.23763,155.4466946
PH,SG,43.8688,-64.97121,2009-08-11,Heteromastus filiformis,207.5054668,435.047057
PH,SG,43.8688,-64.97121,2009-08-11,Hypereteone heteropoda,21.9321544,4.684752423
PH,SG,43.8688,-64.97121,2009-08-11,Idotea balthica,11.0160772,13.7450965
PH,SG,43.8688,-64.97121,2009-08-11,Idotea phosphorea,11.0160772,0.754964632
PH,SG,43.8688,-64.97121,2009-08-11,Jaera (Jaera) albifrons,54.68038599,5.503458213
PH,SG,43.8688,-64.97121,2009-08-11,Leitoscoloplos sp ,43.76430879,24.12628591
PH,SG,43.8688,-64.97121,2009-08-11,Lepidonotus squamatus,11.0160772,0.274657235
PH,SG,43.8688,-64.97121,2009-08-11,Limecola balthica,11.0160772,1290.598646
PH,SG,43.8688,-64.97121,2009-08-11,Littorina obtusata,6888.144712,438.3804995
PH,SG,43.8688,-64.97121,2009-08-11,Mya arenaria,447.6591651,201.3739935
PH,SG,43.8688,-64.97121,2009-08-11,Mytilidae,11.0160772,4.684752423
PH,SG,43.8688,-64.97121,2009-08-11,Oligochaeta,2958.356921,112.3281897
PH,SG,43.8688,-64.97121,2009-08-11,Pholoe minuta,11.0160772,0.134931447
PH,SG,43.8688,-64.97121,2009-08-11,Polydora cornuta,11.0160772,0.536643088
PH,SG,43.8688,-64.97121,2009-08-11,Rissoidae,1648.427657,198.8702952
PH,SG,43.8688,-64.97121,2009-08-11,Spirorbis (Spirorbis) spirorbis,32.8482316,0.754964632
PH,SG,43.8688,-64.97121,2009-08-11,Streblospio benedicti,676.8967863,21.29902192
PH,SG,43.8688,-64.97121,2009-08-11,Tritia obsoleta,273.00193,3904.016688
PJ,Bare,43.87551,-64.89978,2009-08-12,Acteocina canaliculata,32.8482316,492.4150817
PJ,Bare,43.87551,-64.89978,2009-08-12,Alitta sp,11.0160772,235.9964283
PJ,Bare,43.87551,-64.89978,2009-08-12,Capitella sp,338.4983932,117.4478299
PJ,Bare,43.87551,-64.89978,2009-08-12,Chironomidae larvae,11.0160772,0.536643088
PJ,Bare,43.87551,-64.89978,2009-08-12,Clymenella torquata,11.0160772,122.9058685
PJ,Bare,43.87551,-64.89978,2009-08-12,Ecrobia truncata�,3373.167854,238.0704829
PJ,Bare,43.87551,-64.89978,2009-08-12,Gammarus mucronatus,32.8482316,14.07257881
PJ,Bare,43.87551,-64.89978,2009-08-12,Gemma gemma,19430.71741,1498.659078
PJ,Bare,43.87551,-64.89978,2009-08-12,Glycera dibranchiata,21.9321544,45.07642127
PJ,Bare,43.87551,-64.89978,2009-08-12,Heteromastus filiformis,764.2254039,602.8857829
PJ,Bare,43.87551,-64.89978,2009-08-12,Hypereteone heteropoda,273.00193,24.6611737
PJ,Bare,43.87551,-64.89978,2009-08-12,Leitoscoloplos sp ,414.9109335,116.902026
PJ,Bare,43.87551,-64.89978,2009-08-12,Littorina obtusata,76.51254039,14.83670422
PJ,Bare,43.87551,-64.89978,2009-08-12,Mya arenaria,76.51254039,273.3294123
PJ,Bare,43.87551,-64.89978,2009-08-12,Mytilidae,21.9321544,7.959575583
PJ,Bare,43.87551,-64.89978,2009-08-12,Oligochaeta,655.0646319,19.31229587
PJ,Bare,43.87551,-64.89978,2009-08-12,Rissoidae,1091.70772,114.2930836
PJ,Bare,43.87551,-64.89978,2009-08-12,Streblospio benedicti,786.0575583,47.2574535
PJ,Bare,43.87551,-64.89978,2009-08-12,Tritia obsoleta,251.1697756,6662.400236
PJ,SG,43.87576,-64.90017,2009-08-12,Acteocina canaliculata,1451.938267,1377.272299
PJ,SG,43.87576,-64.90017,2009-08-12,Alitta sp,32.8482316,17.56572352
PJ,SG,43.87576,-64.90017,2009-08-12,Capitella sp,360.3305476,168.0984281
PJ,SG,43.87576,-64.90017,2009-08-12,Clymenella torquata,251.1697756,1143.668247
PJ,SG,43.87576,-64.90017,2009-08-12,Clymenella zonalis,152.9250808,423.8621168
PJ,SG,43.87576,-64.90017,2009-08-12,Corophiidae,76.51254039,1.311684569
PJ,SG,43.87576,-64.90017,2009-08-12,Ecrobia truncata�,229.3376212,37.21466247
PJ,SG,43.87576,-64.90017,2009-08-12,Edotia triloba,21.9321544,2.3286263210000002
PJ,SG,43.87576,-64.90017,2009-08-12,Eumida sanguinea,32.8482316,2.5705265920000002
PJ,SG,43.87576,-64.90017,2009-08-12,Gammarus mucronatus,76.51254039,13.96341804
PJ,SG,43.87576,-64.90017,2009-08-12,Gemma gemma,360.3305476,55.00786831
PJ,SG,43.87576,-64.90017,2009-08-12,Glycera dibranchiata,21.9321544,59.15597764
PJ,SG,43.87576,-64.90017,2009-08-12,Heteromastus filiformis,534.9877827,429.8659593
PJ,SG,43.87576,-64.90017,2009-08-12,Hypereteone heteropoda,32.8482316,8.614540215
PJ,SG,43.87576,-64.90017,2009-08-12,Idotea balthica,11.0160772,1.73741158
PJ,SG,43.87576,-64.90017,2009-08-12,Idotea phosphorea,43.76430879,15.60585102
PJ,SG,43.87576,-64.90017,2009-08-12,Jaera (Jaera) albifrons,43.76430879,1.73741158
PJ,SG,43.87576,-64.90017,2009-08-12,Leitoscoloplos sp ,120.1768492,66.03310628
PJ,SG,43.87576,-64.90017,2009-08-12,Littorina obtusata,3635.153707,676.0235001
PJ,SG,43.87576,-64.90017,2009-08-12,Mediomastus ambiseta,32.8482316,9.134145489
PJ,SG,43.87576,-64.90017,2009-08-12,Mytilidae,131.0929264,1660.602698
PJ,SG,43.87576,-64.90017,2009-08-12,Nemertea,11.0160772,2.523369138
PJ,SG,43.87576,-64.90017,2009-08-12,Oligochaeta,1189.952415,55.00786831
PJ,SG,43.87576,-64.90017,2009-08-12,Phoxocephalus holbolli,371.2466247,35.28906646
PJ,SG,43.87576,-64.90017,2009-08-12,Rissoidae,469.4913195,64.94149856
PJ,SG,43.87576,-64.90017,2009-08-12,Streblospio benedicti,1997.742127,56.9727622
PJ,SG,43.87576,-64.90017,2009-08-12,Tritia obsoleta,120.1768492,3591.487289
Sambro,Bare,44.45529,-63.58588,2013-07-09,Aricidea (Acmira) catherinae,32.8482316,5.252388438
Sambro,Bare,44.45529,-63.58588,2013-07-09,Capitella sp,109.260772,20.58554711
Sambro,Bare,44.45529,-63.58588,2013-07-09,Circeis spirillum,11.0160772,22.3425989
Sambro,Bare,44.45529,-63.58588,2013-07-09,Cumacea,11.0160772,6.02926382
Sambro,Bare,44.45529,-63.58588,2013-07-09,Cyathura polita,11.0160772,14.73599249
Sambro,Bare,44.45529,-63.58588,2013-07-09,Lacuna vincta,11.0160772,1.388097109
Sambro,Bare,44.45529,-63.58588,2013-07-09,Littorina saxatilis,11.0160772,5.306968824
Sambro,Bare,44.45529,-63.58588,2013-07-09,Margarites helicinus,21.9321544,1.328541066
Sambro,Bare,44.45529,-63.58588,2013-07-09,Moelleria costulata,21.9321544,1.734924352
Sambro,Bare,44.45529,-63.58588,2013-07-09,Mytilidae,11.0160772,772.5107065
Sambro,Bare,44.45529,-63.58588,2013-07-09,Nephtys caeca,65.59646319,541.9631561
Sambro,Bare,44.45529,-63.58588,2013-07-09,Nephtys ciliata,11.0160772,7.63536809
Sambro,Bare,44.45529,-63.58588,2013-07-09,Nephtys picta,32.8482316,467.8102436
Sambro,Bare,44.45529,-63.58588,2013-07-09,Parexogone hebes,76.51254039,2.35962798
Sambro,Bare,44.45529,-63.58588,2013-07-09,Polycirrus eximius,11.0160772,10.32836433
Sambro,Bare,44.45529,-63.58588,2013-07-09,Polydora sp,21.9321544,13.13379618
Sambro,Bare,44.45529,-63.58588,2013-07-09,Psammonyx nobilis,185.6733124,364.0179875
Sambro,Bare,44.45529,-63.58588,2013-07-09,Pygospio elegans,163.841158,15.6117457
Sambro,Bare,44.45529,-63.58588,2013-07-09,Schistomeringos sp,11.0160772,0.154580386
Sambro,Bare,44.45529,-63.58588,2013-07-09,Spio setosa,43.76430879,137.7299013
Sambro,Bare,44.45529,-63.58588,2013-07-09,Spiophanes bombyx,65.59646319,164.3542136
Sambro,Bare,44.45529,-63.58588,2013-07-09,Tellina sp,109.260772,101.8050913
Sambro,Bare,44.45529,-63.58588,2013-07-09,Unciola irrorata,11.0160772,1.595502576
Sambro,SG,44.45498,-63.59075,2013-07-09,Alitta virens,21.9321544,227.9621954
Sambro,SG,44.45498,-63.59075,2013-07-09,Amphipholis squamata,11.0160772,43.99354642
Sambro,SG,44.45498,-63.59075,2013-07-09,Aricidea (Acmira) catherinae,21.9321544,6.365828312
Sambro,SG,44.45498,-63.59075,2013-07-09,Capitella sp,207.5054668,77.34150729
Sambro,SG,44.45498,-63.59075,2013-07-09,Caprellidae,11.0160772,14.92403284
Sambro,SG,44.45498,-63.59075,2013-07-09,Circeis spirillum,43.76430879,14.21448782
Sambro,SG,44.45498,-63.59075,2013-07-09,Clymenella torquata,305.7501616,2127.851288
Sambro,SG,44.45498,-63.59075,2013-07-09,Clymenella zonalis,32.8482316,255.6781154
Sambro,SG,44.45498,-63.59075,2013-07-09,Corophiidae,76.51254039,8.287057899
Sambro,SG,44.45498,-63.59075,2013-07-09,Dexamine thea,11.0160772,0.613055628
Sambro,SG,44.45498,-63.59075,2013-07-09,Dipolydora sp1,273.00193,116.3169243
Sambro,SG,44.45498,-63.59075,2013-07-09,Eteone longa,21.9321544,140.2943062
Sambro,SG,44.45498,-63.59075,2013-07-09,Eulalia viridis,11.0160772,17.82530783
Sambro,SG,44.45498,-63.59075,2013-07-09,Gammarus lawrencianus,131.0929264,62.27797572
Sambro,SG,44.45498,-63.59075,2013-07-09,Gammarus oceanicus,98.34469479,42.76151428
Sambro,SG,44.45498,-63.59075,2013-07-09,Harmothoe extenuata,98.34469479,88.70579862
Sambro,SG,44.45498,-63.59075,2013-07-09,Harmothoe sp,43.76430879,246.186368
Sambro,SG,44.45498,-63.59075,2013-07-09,Hiatella arctica,21.9321544,248.2628976
Sambro,SG,44.45498,-63.59075,2013-07-09,Ischyrocerus anguipes,87.42861759,37.47461794
Sambro,SG,44.45498,-63.59075,2013-07-09,Lacuna vincta,1310.029264,631.4749891
Sambro,SG,44.45498,-63.59075,2013-07-09,Leitoscoloplos sp ,11.0160772,479.5668588
Sambro,SG,44.45498,-63.59075,2013-07-09,Mactridae sp 1,11.0160772,8.172110733
Sambro,SG,44.45498,-63.59075,2013-07-09,Mediomastus ambiseta,11.0160772,1.73741158
Sambro,SG,44.45498,-63.59075,2013-07-09,Microphthalmus sp,142.0090036,4.291773644
Sambro,SG,44.45498,-63.59075,2013-07-09,Nemertea,32.8482316,10344.4804
Sambro,SG,44.45498,-63.59075,2013-07-09,Neoamphitrite figulus,43.76430879,472.5115798
Sambro,SG,44.45498,-63.59075,2013-07-09,Nephtys caeca,120.1768492,1259.247236
Sambro,SG,44.45498,-63.59075,2013-07-09,Oligochaeta,2467.133447,203.2263645
Sambro,SG,44.45498,-63.59075,2013-07-09,Ophiopholis aculeata,11.0160772,60.19300498
Sambro,SG,44.45498,-63.59075,2013-07-09,Parexogone hebes,3045.685538,112.4046022
Sambro,SG,44.45498,-63.59075,2013-07-09,Pherusa affinis,43.76430879,1112.262693
Sambro,SG,44.45498,-63.59075,2013-07-09,Pholoe minuta,21.9321544,15.66632609
Sambro,SG,44.45498,-63.59075,2013-07-09,Phoxocephalus holbolli,196.5893896,18.98481355
Sambro,SG,44.45498,-63.59075,2013-07-09,Phyllodoce maculata,54.68038599,57.42359619
Sambro,SG,44.45498,-63.59075,2013-07-09,Polycirrus eximius,11.0160772,8.188813204
Sambro,SG,44.45498,-63.59075,2013-07-09,Polydora sp,1211.784569,172.9342503
Sambro,SG,44.45498,-63.59075,2013-07-09,Protodorvillea gaspeensis,174.7572352,42.44149856
Sambro,SG,44.45498,-63.59075,2013-07-09,Pygospio elegans,524.0717055,20.39298751
Sambro,SG,44.45498,-63.59075,2013-07-09,Schistomeringos sp,21.9321544,2.610697756
Sambro,SG,44.45498,-63.59075,2013-07-09,Scoloplos sp,11.0160772,32.02559602
Sambro,SG,44.45498,-63.59075,2013-07-09,Spio setosa,11.0160772,10.88508427
Sambro,SG,44.45498,-63.59075,2013-07-09,Spiophanes bombyx,87.42861759,41.20994673
Sambro,SG,44.45498,-63.59075,2013-07-09,Tellina sp,65.59646319,48.39272553
Sambro,SG,44.45498,-63.59075,2013-07-09,Tritia trivittata,11.0160772,69.96289407
Sambro,SG,44.45498,-63.59075,2013-07-09,Unciola irrorata,76.51254039,94.2956816
SecPen,Bare,44.40102,-64.28021,2013-07-08,Bittiolum alternatum,11.0160772,4.695668501
SecPen,Bare,44.40102,-64.28021,2013-07-08,Chironomidae larvae,11.0160772,8.101484586
SecPen,Bare,44.40102,-64.28021,2013-07-08,Corophiidae,32.8482316,0.896873635
SecPen,Bare,44.40102,-64.28021,2013-07-08,Ecrobia truncata�,11.0160772,3.396655314
SecPen,Bare,44.40102,-64.28021,2013-07-08,Gammarus lawrencianus,273.00193,4.597423806
SecPen,Bare,44.40102,-64.28021,2013-07-08,Haloclava producta,11.0160772,126.6926993
SecPen,Bare,44.40102,-64.28021,2013-07-08,Leitoscoloplos sp ,11.0160772,38.30627019
SecPen,Bare,44.40102,-64.28021,2013-07-08,Microphthalmus sp,185.6733124,5.612618985
SecPen,Bare,44.40102,-64.28021,2013-07-08,Nemertea,11.0160772,0.91870579
SecPen,Bare,44.40102,-64.28021,2013-07-08,Nephtys incisa,11.0160772,10.914776
SecPen,Bare,44.40102,-64.28021,2013-07-08,Nereididae,11.0160772,0.733132478
SecPen,Bare,44.40102,-64.28021,2013-07-08,Oligochaeta,120.1768492,6.45315693
SecPen,Bare,44.40102,-64.28021,2013-07-08,Pholoe minuta,11.0160772,0.482062702
SecPen,Bare,44.40102,-64.28021,2013-07-08,Polydora cornuta,338.4983932,27.71767531
SecPen,Bare,44.40102,-64.28021,2013-07-08,Polydora sp,11.0160772,1.824740197
SecPen,Bare,44.40102,-64.28021,2013-07-08,Schistomeringos sp,11.0160772,5.296052746
SecPen,Bare,44.40102,-64.28021,2013-07-08,Spio filicornis,589.5681687,184.1887259
SecPen,SG,44.40147,-64.2805,2013-07-08,Bittiolum alternatum,21.9321544,8.559959829
SecPen,SG,44.40147,-64.2805,2013-07-08,Capitella sp,21.9321544,1.759243734
SecPen,SG,44.40147,-64.2805,2013-07-08,Chironomidae larvae,611.4003231,391.1902978
SecPen,SG,44.40147,-64.2805,2013-07-08,Corophiidae,1080.791643,40.6968911
SecPen,SG,44.40147,-64.2805,2013-07-08,Gammarus lawrencianus,414.9109335,389.2962602
SecPen,SG,44.40147,-64.2805,2013-07-08,Harmothoe extenuata,11.0160772,8.046904201
SecPen,SG,44.40147,-64.2805,2013-07-08,Leitoscoloplos sp ,32.8482316,251.0278666
SecPen,SG,44.40147,-64.2805,2013-07-08,Leptochelia rapax,775.1414811,82.40724391
SecPen,SG,44.40147,-64.2805,2013-07-08,Marenzelleria viridis,32.8482316,27.28103222
SecPen,SG,44.40147,-64.2805,2013-07-08,Metridium dianthus,21.9321544,118.1494717
SecPen,SG,44.40147,-64.2805,2013-07-08,Nemertea,76.51254039,59.6581172
SecPen,SG,44.40147,-64.2805,2013-07-08,Oligochaeta,316.6662388,26.32041743
SecPen,SG,44.40147,-64.2805,2013-07-08,Pholoe minuta,21.9321544,3.975207405
SecPen,SG,44.40147,-64.2805,2013-07-08,Polydora cornuta,142.0090036,9.094847612
SecPen,SG,44.40147,-64.2805,2013-07-08,Polydora sp,32.8482316,1.573670422
SecPen,SG,44.40147,-64.2805,2013-07-08,Spio filicornis,98.34469479,27.44477338
